vaalipiiri,puolue,"Suomen pitää olla edelläkävijä ilmastonmuutoksen vastaisessa taistelussa, vaikka se aiheuttaisi suomalaisille kustannuksia.",Suomen ei pidä kiirehtiä kieltämään uusien bensa- ja dieselautojen myyntiä.,Valtion pitää ohjata suomalaiset syömään vähemmän lihaa esimerkiksi verotuksen avulla.,Metsiä hakataan Suomessa liikaa.,"Kun valtion menoja ja tuloja tasapainotetaan, se on tehtävä mieluummin menoja karsimalla kuin veroja kiristämällä.","Sosiaaliturvaa tulee kehittää niin, että osa nykyisistä tuista korvataan kaikille työikäisille maksettavalla, vastikkeettomalla perustulolla.",Euron ulkopuolella Suomi pärjäisi paremmin.,Sosiaali- ja terveyspalvelut on tuotettava ensisijaisesti julkisina palveluina.,Vanhustenhoidon ulkoistamista yksityisille toimijoille tulee lisätä.,Parantumattomasti sairaalla on oltava oikeus eutanasiaan.,Sukupuolen korjaamisen tulee olla mahdollista myös alle 18-vuotiaille.,Viinit ja vahvat oluet pitää saada ruokakauppoihin.,Energiajuomien myyminen alle 15-vuotiaille on kiellettävä. ,"Nuuskan, purutupakan ja nenänuuskan matkustajatuonnin raja lasketaan 1000 grammasta 100 grammaan vuorokaudessa.","Perhevapaita pitää uudistaa niin, että vapaat jakautuvat tasan vanhempien kesken.",Oppivelvollisuus pitää ulottaa myös ammatilliseen koulutukseen ja lukioon.,"Koulujen kesälomia tulee siirtää kahdella viikolla niin, että ne alkavat kesäkuun puolivälissä ja päättyvät elokuun lopulla.",Korkeakoulujen määrää pitää vähentää ja vapautuneet voimavarat käyttää huippuopetukseen ja -tutkimukseen.,Maahanmuuttajien määrän kasvu on lisännyt turvattomuutta Suomessa.,Sosiaali- ja terveyspalveluiden rahoittaminen vaatii työperäisen maahanmuuton merkittävää lisäämistä.,Nato-jäsenyys vahvistaisi Suomen turvallisuuspoliittista asemaa.,Vihapuhe tulee määritellä ja asettaa rangaistavaksi rikoslaissa.,Perinteiset arvot ovat hyvän elämän perusta.,Suomessa tarvitaan nyt koviakin keinoja järjestyksen ja tavallisten ihmisten puolustamiseksi.,"On oikein, että yhteiskunnassa jotkut ryhmät ovat paremmassa asemassa kuin toiset. ",Suomen lakien pitäisi nykyistä vapaammin antaa ihmisten tehdä omat ratkaisunsa ja kantaa niiden seuraukset.,Poliitikon velvollisuus on ennen kaikkea ajaa omien äänestäjiensä etuja.,"On olemassa pyhiä tai muuten yksilöä suurempia asioita, joita täytyy puolustaa silloinkin, kun se vaatii omien etujen uhraamista.","On oikein nähdä vaivaa sen eteen, ettei vahingossakaan loukkaa toista."
Pirkanmaan vaalipiiri,Piraattipuolue,2,5,2,1,5,5,5,4,2,5,4,4,1,1,1,1,2,4,5,1,5,1,5,1,4,5,4,5,2
Pirkanmaan vaalipiiri,Vasemmistoliitto,5,2,4,4,1,5,2,5,1,4,2,2,4,5,5,5,4,1,1,,1,4,4,2,2,2,4,4,2
Pirkanmaan vaalipiiri,Vasemmistoliitto,5,5,1,4,2,5,2,5,2,5,4,2,5,5,5,4,2,2,4,1,1,5,4,2,1,2,4,4,4
Pirkanmaan vaalipiiri,Vasemmistoliitto,5,4,4,4,4,4,2,5,1,4,4,5,4,2,4,5,4,2,2,2,1,4,2,2,1,2,4,4,4
Pirkanmaan vaalipiiri,Vasemmistoliitto,5,4,5,4,1,5,2,5,1,5,4,2,5,5,2,4,5,1,4,5,1,5,1,2,2,2,2,4,4
Pirkanmaan vaalipiiri,Vasemmistoliitto,4,5,4,4,1,5,2,5,1,4,4,4,4,4,5,5,4,1,4,2,1,5,2,1,2,2,2,4,4
Pirkanmaan vaalipiiri,Vasemmistoliitto,4,4,2,2,2,5,1,5,1,4,1,5,5,5,4,5,4,1,4,1,1,5,2,2,1,2,4,4,5
Pirkanmaan vaalipiiri,Vihreät,5,1,5,4,4,4,1,4,1,5,1,4,5,5,2,5,2,2,4,5,4,5,4,2,1,2,2,5,5
Pirkanmaan vaalipiiri,Vihreät,4,1,5,5,2,5,1,5,2,5,2,2,5,5,5,5,4,1,2,5,2,5,4,2,2,2,2,5,4
Pirkanmaan vaalipiiri,Vihreät,5,1,5,5,2,5,1,5,1,5,4,4,4,2,4,4,4,2,2,4,2,5,2,2,2,2,2,5,5
Pirkanmaan vaalipiiri,Feministinen puolue,5,2,5,4,1,5,2,5,1,2,5,4,2,2,5,5,4,2,1,4,1,5,1,1,1,2,1,5,5
Pirkanmaan vaalipiiri,Suomen Kommunistinen Puolue,4,5,5,5,1,4,5,1,5,5,1,2,2,1,5,2,4,1,4,1,1,2,4,4,1,2,4,5,4
Pirkanmaan vaalipiiri,Vihreät,5,2,5,5,4,5,2,4,1,5,2,4,5,5,4,5,2,2,2,5,2,4,2,1,1,2,2,4,2
Pirkanmaan vaalipiiri,Vihreät,4,2,4,4,4,4,2,4,1,4,2,1,5,4,1,4,2,2,4,4,4,4,5,2,1,1,1,4,5
Pirkanmaan vaalipiiri,Sininen tulevaisuus,2,5,1,,2,1,1,5,4,5,1,5,5,5,1,5,5,1,5,5,,4,4,5,4,5,2,5,5
Pirkanmaan vaalipiiri,Sininen tulevaisuus,2,5,1,1,4,4,2,4,2,5,1,5,5,5,5,2,4,2,5,2,1,5,5,4,4,5,5,5,5
Pirkanmaan vaalipiiri,Sininen tulevaisuus,2,4,1,1,2,1,4,1,4,1,1,4,5,5,2,2,2,1,5,1,2,2,5,5,1,1,1,5,2
Pirkanmaan vaalipiiri,Sininen tulevaisuus,1,5,1,1,5,1,2,2,2,2,1,5,4,1,1,1,4,5,5,2,4,1,5,2,1,4,5,5,5
Pirkanmaan vaalipiiri,Liike Nyt,2,5,1,5,5,4,4,4,1,5,4,5,5,1,5,5,2,2,5,1,1,1,5,5,1,4,1,4,5
Pirkanmaan vaalipiiri,Liike Nyt,1,5,1,2,4,4,2,4,2,4,2,2,4,2,2,4,4,2,5,1,2,4,4,4,4,4,2,2,5
Pirkanmaan vaalipiiri,Liike Nyt,4,5,4,1,5,4,,5,2,5,1,5,5,5,1,4,4,2,5,4,2,5,5,2,2,5,1,5,5
Pirkanmaan vaalipiiri,Liike Nyt,5,2,4,4,4,2,1,4,2,2,2,4,2,2,4,5,5,2,4,4,2,4,4,4,4,2,1,4,4
Pirkanmaan vaalipiiri,Liike Nyt,1,5,5,4,4,1,1,2,4,5,1,5,4,1,1,5,5,1,5,1,5,2,5,5,5,4,4,5,5
Pirkanmaan vaalipiiri,Liike Nyt,1,5,2,1,5,5,1,4,4,4,1,5,5,5,1,1,4,1,5,5,1,2,5,5,4,4,4,5,4
Pirkanmaan vaalipiiri,Vasemmistoliitto,5,2,5,4,2,5,5,5,1,5,5,1,4,4,5,5,4,1,1,1,1,4,1,1,1,2,2,5,5
Pirkanmaan vaalipiiri,Perussuomalaiset,1,5,1,2,5,2,4,5,1,5,1,5,5,2,1,5,2,4,5,1,1,1,5,4,1,2,1,4,4
Pirkanmaan vaalipiiri,Vasemmistoliitto,5,4,5,4,2,5,2,5,1,5,4,5,5,5,5,5,5,4,2,5,1,5,5,1,1,1,4,5,5
Pirkanmaan vaalipiiri,Vasemmistoliitto,5,5,5,4,5,5,1,5,1,1,5,5,1,2,5,5,4,1,1,5,1,5,5,2,1,1,5,5,4
Pirkanmaan vaalipiiri,Vihreät,4,2,4,4,2,5,1,4,1,4,2,2,5,4,4,5,2,2,,4,2,5,,4,1,2,4,,4
Pirkanmaan vaalipiiri,Liike Nyt,1,5,1,2,4,1,2,4,2,5,1,1,5,2,2,5,4,2,5,2,1,1,5,5,2,4,5,5,4
Pirkanmaan vaalipiiri,Liike Nyt,1,5,1,5,5,1,1,5,1,1,1,5,5,1,5,1,5,1,5,2,1,5,5,5,1,1,5,,4
Pirkanmaan vaalipiiri,Itsenäisyyspuolue,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Pirkanmaan vaalipiiri,Suomen Kommunistinen Puolue,5,1,5,5,2,4,5,5,1,4,4,2,4,4,5,,4,1,2,1,1,4,1,5,1,1,4,5,4
Pirkanmaan vaalipiiri,Suomen Kommunistinen Puolue,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Pirkanmaan vaalipiiri,Itsenäisyyspuolue,4,5,2,5,4,4,4,4,1,2,2,4,5,4,2,2,2,2,4,2,2,2,5,2,1,2,4,4,4
Pirkanmaan vaalipiiri,Vasemmistoliitto,5,1,5,5,1,5,2,5,1,4,4,4,5,5,5,5,1,1,1,2,1,5,4,1,1,1,4,1,5
Pirkanmaan vaalipiiri,Vasemmistoliitto,2,4,4,4,2,5,,5,1,4,4,1,5,5,5,5,4,1,2,,1,5,,,1,1,4,5,2
Pirkanmaan vaalipiiri,Liike Nyt,2,5,2,4,4,2,2,4,2,5,2,4,5,4,1,5,2,2,5,4,2,5,5,5,4,2,5,2,4
Pirkanmaan vaalipiiri,Liike Nyt,1,5,1,1,5,1,1,1,5,5,4,5,1,1,1,1,5,5,5,5,5,1,5,5,5,5,1,5,1
Pirkanmaan vaalipiiri,SDP,4,5,1,1,2,2,2,5,1,4,4,5,5,2,5,5,4,2,4,1,2,5,5,1,2,1,5,5,5
Pirkanmaan vaalipiiri,Suomen Kansa Ensin,1,5,4,2,5,4,5,2,4,4,1,5,2,2,1,1,4,5,5,1,1,1,5,5,5,5,4,5,1
Pirkanmaan vaalipiiri,Vasemmistoliitto,5,2,5,5,2,5,4,5,1,4,4,4,2,,5,5,4,1,2,4,1,4,4,1,2,4,2,5,5
Pirkanmaan vaalipiiri,Kommunistinen Työväenpuolue,4,4,1,4,4,4,5,5,1,4,2,2,4,5,4,4,2,1,2,1,1,4,2,2,1,4,4,2,4
Pirkanmaan vaalipiiri,Seitsemän tähden liike,1,5,2,5,2,4,5,5,2,5,1,5,5,1,5,5,4,1,4,1,1,1,4,4,2,5,4,5,2
Pirkanmaan vaalipiiri,Itsenäisyyspuolue,2,5,1,1,2,4,4,5,2,2,2,1,5,5,1,4,1,1,5,1,1,1,5,5,1,5,4,,5
Pirkanmaan vaalipiiri,Liike Nyt,4,4,4,1,4,1,1,5,,2,1,4,5,4,2,5,5,,4,5,,2,4,4,1,5,1,5,4
Pirkanmaan vaalipiiri,Liike Nyt,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Pirkanmaan vaalipiiri,Seitsemän tähden liike,1,5,2,2,4,1,4,5,1,5,2,5,5,5,1,4,5,1,5,5,1,5,5,4,1,1,5,5,5
Pirkanmaan vaalipiiri,Suomen Kommunistinen Puolue,2,5,1,4,2,1,5,5,1,2,1,5,5,1,1,1,1,1,1,2,1,4,4,1,1,1,5,1,4
Pirkanmaan vaalipiiri,Suomen Kansa Ensin,1,5,1,1,5,4,5,5,1,1,1,5,5,1,1,2,4,4,5,1,1,1,5,5,1,5,5,5,1
Pirkanmaan vaalipiiri,Piraattipuolue,2,5,4,2,2,5,4,5,1,5,5,5,2,1,5,1,5,2,2,1,1,1,1,2,1,5,2,4,5
Pirkanmaan vaalipiiri,Keskusta,4,4,2,1,5,2,1,5,1,2,5,5,5,5,1,5,5,1,4,4,2,5,5,5,1,1,1,5,5
Pirkanmaan vaalipiiri,Vasemmistoliitto,5,2,5,5,1,5,2,5,1,4,5,2,4,2,4,5,2,1,2,4,1,5,2,2,1,2,2,2,4
Pirkanmaan vaalipiiri,Vihreät,5,1,5,5,1,5,1,5,1,5,5,4,4,2,5,5,4,2,1,5,1,5,1,1,1,2,1,2,5
Pirkanmaan vaalipiiri,Sininen tulevaisuus,2,5,1,4,2,1,5,5,1,5,1,5,5,1,2,4,5,2,5,1,2,4,5,4,1,4,5,5,4
Pirkanmaan vaalipiiri,Liike Nyt,4,5,1,2,4,2,2,4,2,5,4,5,4,2,4,2,2,2,2,2,4,5,5,5,2,5,4,4,5
Pirkanmaan vaalipiiri,Suomen Kommunistinen Puolue,4,2,4,5,2,4,4,5,1,,4,2,4,4,4,4,4,2,1,,1,5,,4,1,2,5,4,4
Pirkanmaan vaalipiiri,Eläinoikeuspuolue,5,2,5,5,1,5,4,5,1,5,5,1,5,4,4,5,4,1,1,1,1,4,4,2,1,1,1,5,5
Pirkanmaan vaalipiiri,Liike Nyt,5,1,5,2,2,4,4,4,1,5,2,2,5,5,5,4,2,1,4,5,2,5,4,2,2,4,2,5,5
Pirkanmaan vaalipiiri,Seitsemän tähden liike,1,5,1,5,2,4,5,4,2,5,2,4,2,2,4,1,4,1,5,2,1,2,5,4,2,4,5,2,4
Pirkanmaan vaalipiiri,Kokoomus,4,5,1,1,4,1,1,4,2,2,1,2,5,2,1,2,2,5,4,4,4,2,5,4,1,2,2,5,5
Pirkanmaan vaalipiiri,Kansalaispuolue,1,5,1,2,4,2,5,5,1,2,1,2,5,4,2,4,4,1,5,1,1,1,5,5,4,2,5,5,1
Pirkanmaan vaalipiiri,Kristillisdemokraatit,4,4,2,2,4,2,2,4,2,1,1,2,5,5,2,4,4,1,5,1,2,2,5,5,2,4,2,4,4
Pirkanmaan vaalipiiri,Sininen tulevaisuus,2,5,4,1,4,1,1,4,2,,4,4,5,5,1,4,4,2,5,4,1,5,5,4,4,,4,4,5
Pirkanmaan vaalipiiri,Sininen tulevaisuus,4,5,1,1,4,4,4,2,2,5,1,5,5,1,1,1,5,2,5,2,2,2,5,5,2,4,4,5,4
Pirkanmaan vaalipiiri,Sininen tulevaisuus,4,4,4,2,5,4,1,4,2,4,2,5,4,4,5,2,2,2,4,2,1,4,4,4,1,2,1,4,5
Pirkanmaan vaalipiiri,Sininen tulevaisuus,2,5,1,1,4,4,4,4,2,4,1,5,4,2,4,4,5,4,5,2,2,2,5,4,1,2,5,5,4
Pirkanmaan vaalipiiri,Sininen tulevaisuus,4,5,1,2,4,1,2,5,1,1,1,1,5,4,2,1,2,2,4,4,4,2,5,2,4,4,2,5,5
Pirkanmaan vaalipiiri,Sininen tulevaisuus,2,4,2,5,2,2,2,2,1,5,2,2,5,5,1,2,1,4,5,2,1,5,5,4,1,5,1,2,2
Pirkanmaan vaalipiiri,Sininen tulevaisuus,2,5,1,2,4,4,2,4,4,2,1,4,5,2,4,4,4,1,4,4,2,4,4,4,2,2,4,5,4
Pirkanmaan vaalipiiri,Sininen tulevaisuus,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Pirkanmaan vaalipiiri,Itsenäisyyspuolue,1,5,1,2,5,4,5,5,1,5,1,5,1,1,5,1,4,1,5,1,1,1,5,5,5,5,1,5,1
Pirkanmaan vaalipiiri,Piraattipuolue,4,4,2,2,4,5,1,4,1,5,5,4,1,2,2,1,1,2,2,2,2,2,2,2,4,4,1,4,2
Pirkanmaan vaalipiiri,Vasemmistoliitto,5,1,5,5,1,5,4,5,1,5,5,1,4,2,4,5,4,1,1,2,1,4,2,1,1,1,2,5,5
Pirkanmaan vaalipiiri,SDP,4,4,4,2,1,2,1,5,1,4,2,2,4,4,4,5,4,1,4,1,1,4,5,5,1,2,4,5,5
Pirkanmaan vaalipiiri,Itsenäisyyspuolue,4,4,4,5,2,5,5,5,1,4,2,4,4,2,4,2,4,2,4,1,1,4,4,2,1,4,4,4,4
Pirkanmaan vaalipiiri,Itsenäisyyspuolue,1,5,5,4,5,5,5,5,2,5,4,5,5,1,5,2,4,4,5,1,1,4,5,,1,5,1,4,1
Pirkanmaan vaalipiiri,Kansalaispuolue,1,5,2,4,4,2,5,5,1,5,1,4,4,2,4,2,4,2,5,1,1,1,5,5,4,4,4,4,4
Pirkanmaan vaalipiiri,Kansalaispuolue,1,5,1,2,4,5,1,5,1,5,1,5,5,1,1,1,1,2,5,1,1,1,4,4,4,5,2,4,4
Pirkanmaan vaalipiiri,Kansalaispuolue,1,5,1,1,4,2,5,5,1,5,1,4,5,1,4,4,2,1,5,1,1,1,5,5,1,4,5,5,4
Pirkanmaan vaalipiiri,Kristillisdemokraatit,1,5,1,2,5,1,1,5,1,1,1,1,5,4,1,4,1,1,4,1,1,5,5,1,1,1,1,4,5
Pirkanmaan vaalipiiri,Keskusta,4,5,2,2,4,2,2,4,2,1,1,1,5,5,4,5,5,1,4,2,1,4,4,4,4,2,4,4,5
Pirkanmaan vaalipiiri,Kokoomus,4,5,4,2,4,1,2,2,2,4,1,5,4,1,2,2,2,4,4,4,4,1,4,5,2,5,4,4,2
Pirkanmaan vaalipiiri,Feministinen puolue,5,2,5,5,1,5,2,5,1,4,5,2,2,2,5,5,4,2,1,4,1,5,1,1,1,2,1,5,5
Pirkanmaan vaalipiiri,Suomen Kommunistinen Puolue,5,1,5,5,1,5,4,5,1,4,5,4,4,2,4,4,4,1,1,2,1,2,4,5,1,,1,5,5
Pirkanmaan vaalipiiri,Itsenäisyyspuolue,5,2,4,4,4,5,4,4,2,5,1,4,5,5,2,2,2,2,4,2,1,4,4,2,4,4,4,5,4
Pirkanmaan vaalipiiri,Sininen tulevaisuus,2,5,1,2,5,5,1,4,2,5,1,5,5,1,1,5,5,2,5,4,1,2,5,5,5,4,5,4,5
Pirkanmaan vaalipiiri,RKP,5,1,4,2,4,5,1,4,4,5,5,5,5,1,5,4,4,1,4,5,5,5,1,2,1,4,4,4,4
Pirkanmaan vaalipiiri,SDP,4,4,4,4,1,2,1,5,1,4,2,2,5,5,5,5,4,1,2,4,1,5,4,1,1,2,2,4,4
Pirkanmaan vaalipiiri,Itsenäisyyspuolue,2,2,5,4,5,4,5,2,4,4,1,1,5,5,5,1,5,1,4,1,1,4,2,4,1,5,2,5,5
Pirkanmaan vaalipiiri,Itsenäisyyspuolue,5,1,1,5,1,1,5,5,1,5,1,5,5,1,1,1,5,1,2,1,1,1,5,1,1,5,1,5,4
Pirkanmaan vaalipiiri,Vihreät,5,1,5,5,1,5,1,5,1,4,5,2,4,5,5,5,4,1,1,5,2,5,1,2,1,4,1,4,5
Pirkanmaan vaalipiiri,Liike Nyt,2,2,2,4,4,2,1,4,2,2,2,4,4,2,4,4,4,2,2,4,4,4,4,2,2,4,4,2,2
Pirkanmaan vaalipiiri,Perussuomalaiset,1,5,1,2,4,2,5,5,1,4,1,4,5,4,5,1,4,1,5,2,2,1,5,5,2,4,5,4,2
Pirkanmaan vaalipiiri,Perussuomalaiset,1,5,1,2,5,2,5,5,2,5,1,5,5,1,5,2,5,2,5,1,2,1,5,5,4,5,5,5,5
Pirkanmaan vaalipiiri,Kokoomus,4,4,2,2,4,2,1,2,2,,4,4,5,4,4,2,2,2,4,4,4,5,4,4,2,4,4,5,5
Pirkanmaan vaalipiiri,Seitsemän tähden liike,2,4,2,2,5,1,4,4,4,4,2,2,2,2,4,1,2,2,4,2,2,2,4,2,2,4,4,2,4
Pirkanmaan vaalipiiri,Vihreät,5,1,5,5,2,5,1,5,1,5,5,5,4,1,5,5,5,2,1,5,2,5,1,1,1,2,1,5,5
Pirkanmaan vaalipiiri,Suomen Kommunistinen Puolue,5,4,4,5,2,1,4,5,1,,4,2,5,4,5,4,4,1,1,2,1,5,,,1,1,2,4,
Pirkanmaan vaalipiiri,Itsenäisyyspuolue,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Pirkanmaan vaalipiiri,Kokoomus,5,2,5,2,5,4,2,5,1,1,5,4,5,,2,5,5,2,5,4,4,4,4,4,1,,1,4,
Pirkanmaan vaalipiiri,SDP,5,2,5,,1,2,2,5,1,5,4,,5,,4,5,4,2,2,2,1,5,1,2,1,1,4,5,4
Pirkanmaan vaalipiiri,Vihreät,5,1,5,5,2,5,2,5,1,4,2,2,4,4,4,5,4,2,4,4,1,5,1,2,1,1,1,5,4
Pirkanmaan vaalipiiri,Sininen tulevaisuus,4,2,4,4,4,2,2,5,2,4,4,4,4,4,4,4,4,2,4,2,2,4,4,2,2,2,4,4,4
Pirkanmaan vaalipiiri,Sininen tulevaisuus,2,5,1,1,4,5,4,5,2,,1,5,4,2,1,1,4,,5,1,4,2,4,4,4,4,5,5,4
Pirkanmaan vaalipiiri,Piraattipuolue,4,5,1,5,4,5,4,5,1,5,1,5,1,1,4,2,,1,5,1,2,2,1,1,2,5,4,5,1
Pirkanmaan vaalipiiri,Vihreät,5,2,4,4,2,5,1,4,1,4,4,1,5,4,4,5,2,2,2,5,2,4,2,1,2,2,2,4,4
Pirkanmaan vaalipiiri,Sininen tulevaisuus,5,2,1,2,5,5,1,1,,4,2,4,2,4,5,5,,4,4,4,1,5,5,4,4,,2,5,4
Pirkanmaan vaalipiiri,SDP,5,2,2,2,2,1,1,4,2,2,2,5,5,2,2,4,4,2,4,4,2,5,5,2,2,1,4,5,4
Pirkanmaan vaalipiiri,Eläinoikeuspuolue,5,1,5,5,4,5,2,5,2,4,4,5,5,5,5,4,4,1,2,5,2,5,2,2,1,2,5,5,1
Pirkanmaan vaalipiiri,Eläinoikeuspuolue,5,1,5,5,1,5,2,5,1,5,5,4,4,2,4,4,4,2,1,2,1,4,1,2,1,2,1,5,4
Pirkanmaan vaalipiiri,Liberaalipuolue,1,5,1,2,4,5,4,5,1,5,4,5,5,1,1,5,4,2,5,5,4,1,5,5,1,5,5,2,4
Pirkanmaan vaalipiiri,Piraattipuolue,1,5,1,2,2,5,4,5,1,5,4,2,2,1,2,2,2,2,2,1,1,1,4,1,2,4,2,2,4
Pirkanmaan vaalipiiri,Sininen tulevaisuus,-,5,1,1,4,1,2,2,2,1,1,5,5,1,1,1,5,,4,2,1,1,5,4,4,4,1,4,2
Pirkanmaan vaalipiiri,Perussuomalaiset,2,5,1,1,5,2,5,2,4,5,1,5,4,2,1,1,2,4,5,1,5,1,4,5,4,5,2,5,2
Pirkanmaan vaalipiiri,Kokoomus,4,2,4,4,4,1,1,4,2,1,2,2,5,5,4,2,2,4,4,4,4,4,5,2,2,1,1,5,5
Pirkanmaan vaalipiiri,Kokoomus,4,4,1,2,4,1,1,2,4,5,2,4,5,5,2,2,4,4,4,4,4,5,5,4,1,4,2,5,5
Pirkanmaan vaalipiiri,Keskusta,4,5,1,1,2,4,2,5,1,,1,4,5,4,1,4,4,2,4,5,2,5,4,2,2,2,2,4,5
Pirkanmaan vaalipiiri,Liberaalipuolue,4,4,2,2,5,2,2,2,4,5,1,5,2,1,1,1,1,4,4,2,5,1,2,2,1,5,5,1,2
Pirkanmaan vaalipiiri,Piraattipuolue,5,2,2,5,2,5,1,5,1,5,5,4,4,2,5,2,2,2,1,4,4,2,1,1,1,5,1,5,5
Pirkanmaan vaalipiiri,Vasemmistoliitto,5,4,5,2,1,5,1,5,1,5,1,1,5,2,5,5,5,1,1,5,1,5,5,2,1,1,4,4,5
Pirkanmaan vaalipiiri,Kokoomus,4,5,2,2,5,1,2,4,4,4,2,4,4,4,2,2,4,4,5,4,4,4,4,5,2,4,5,5,5
Pirkanmaan vaalipiiri,Kokoomus,4,4,4,2,5,1,1,2,4,4,4,5,4,1,2,2,4,2,4,2,5,5,4,4,4,4,2,4,4
Pirkanmaan vaalipiiri,SDP,4,4,2,2,4,2,1,5,2,4,2,4,4,,4,5,2,2,4,2,2,4,4,2,2,2,2,,
Pirkanmaan vaalipiiri,Seitsemän tähden liike,2,5,1,2,4,4,4,1,5,5,1,5,4,2,4,2,1,4,5,1,1,2,5,5,1,5,5,4,5
Pirkanmaan vaalipiiri,Itsenäisyyspuolue,2,4,2,5,4,5,4,5,1,5,5,1,5,5,4,2,4,2,4,2,2,5,2,2,1,1,1,4,5
Pirkanmaan vaalipiiri,Kansalaispuolue,1,1,1,2,5,2,4,5,1,5,2,5,1,1,4,1,,2,5,2,,2,4,4,4,5,5,4,2
Pirkanmaan vaalipiiri,Kristillisdemokraatit,4,4,2,2,4,2,1,2,2,1,1,1,5,5,1,2,4,1,5,4,1,4,5,4,4,4,4,4,2
Pirkanmaan vaalipiiri,Vihreät,5,1,5,5,2,5,2,4,2,5,4,4,4,4,4,4,4,4,2,4,2,4,2,2,2,2,1,5,5
Pirkanmaan vaalipiiri,Kristillisdemokraatit,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Pirkanmaan vaalipiiri,Seitsemän tähden liike,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Pirkanmaan vaalipiiri,Seitsemän tähden liike,1,5,1,1,4,4,5,4,1,2,1,4,5,2,2,4,2,1,5,1,1,2,5,5,1,5,4,5,4
Pirkanmaan vaalipiiri,Kristillisdemokraatit,5,5,,4,5,1,1,1,1,1,1,1,5,4,4,1,1,1,5,5,1,4,5,2,1,4,,4,5
Pirkanmaan vaalipiiri,Liberaalipuolue,2,5,1,2,5,5,4,1,4,5,4,5,1,1,1,2,4,4,5,5,5,1,2,2,4,5,4,5,4
Pirkanmaan vaalipiiri,Piraattipuolue,5,2,5,4,4,5,2,4,1,5,4,5,2,1,4,2,4,2,4,2,4,2,1,1,,5,1,2,4
Pirkanmaan vaalipiiri,Vihreät,5,2,4,4,2,5,2,4,2,5,4,2,4,2,5,4,,2,2,4,2,4,,,2,4,2,4,4
Pirkanmaan vaalipiiri,Keskusta,2,5,1,1,4,2,1,4,2,4,1,4,4,4,2,4,4,2,4,4,1,4,5,4,2,2,4,4,4
Pirkanmaan vaalipiiri,Vihreät,5,1,5,5,1,5,1,5,1,5,5,4,4,5,4,5,4,1,1,4,2,5,2,1,1,4,1,4,5
Pirkanmaan vaalipiiri,Vihreät,5,2,5,4,4,5,1,5,1,5,4,5,5,4,4,5,4,2,1,5,4,5,1,1,1,2,1,4,2
Pirkanmaan vaalipiiri,Vihreät,5,4,5,5,2,5,1,5,1,4,5,5,5,4,5,4,4,1,2,5,1,5,1,1,1,4,1,5,5
Pirkanmaan vaalipiiri,Vihreät,5,2,4,4,2,4,2,4,2,2,4,2,5,4,4,5,4,2,2,4,2,5,2,1,2,2,2,4,2
Pirkanmaan vaalipiiri,Vihreät,5,2,5,5,2,5,2,5,2,4,4,2,4,4,4,4,2,2,2,5,1,5,2,2,2,2,2,5,2
Pirkanmaan vaalipiiri,Vihreät,5,2,5,5,2,5,1,4,2,5,4,5,4,2,4,4,4,4,2,4,4,5,2,2,2,4,2,4,5
Kaakkois-Suomen vaalipiiri,Vihreät,5,4,4,4,1,5,1,4,2,5,4,5,5,5,5,5,4,2,1,5,1,5,4,1,2,2,2,4,4
Kaakkois-Suomen vaalipiiri,Vihreät,5,2,5,5,2,5,2,5,1,5,5,1,4,4,5,5,4,2,1,5,2,5,2,2,1,2,1,5,5
Kaakkois-Suomen vaalipiiri,Kokoomus,4,4,5,2,5,1,1,2,2,5,2,5,5,5,2,1,5,1,4,4,4,5,2,4,1,2,4,5,5
Kaakkois-Suomen vaalipiiri,Kokoomus,4,4,4,2,2,2,1,4,4,4,2,5,4,4,4,2,4,1,2,4,2,5,4,1,2,4,2,4,5
Kaakkois-Suomen vaalipiiri,Liike Nyt,4,2,5,1,4,2,1,4,1,5,1,5,4,4,4,5,5,1,5,5,1,4,5,4,2,2,2,5,5
Kaakkois-Suomen vaalipiiri,Liike Nyt,4,4,2,4,4,4,2,4,2,2,2,,4,5,4,5,4,1,2,2,2,,4,2,1,2,5,2,5
Kaakkois-Suomen vaalipiiri,Perussuomalaiset,1,5,2,1,5,2,4,5,2,4,1,4,4,1,2,1,5,2,5,2,4,1,4,5,2,4,4,5,4
Kaakkois-Suomen vaalipiiri,Perussuomalaiset,1,5,1,1,5,1,4,4,2,5,1,4,4,4,1,1,4,2,5,1,2,1,4,5,4,4,4,5,2
Kaakkois-Suomen vaalipiiri,SDP,1,5,1,2,5,1,2,5,1,5,1,1,4,4,2,4,4,2,5,1,5,2,5,2,2,2,2,5,4
